股票代码,股票名称,最新日期,最新价格,最新净资产价格,最新价格与净资产比值,最新季度每股收益,市盈率
002277,友阿股份,2015-07-08,11.3,5.5142,2.049,0.2634,10.725
002278,神开股份,2015-05-25,18.6,3.7958,4.9,0.03,155.0
002279,久其软件,2015-07-07,32.45,6.345,5.114,-0.0768,-105.632
002280,联络互动,2015-07-06,39.8,3.019,13.183,0.21,47.381
002281,光迅科技,2015-07-08,33.86,12.1125,2.795,0.19,44.553
002282,博深工具,2015-07-08,8.2,3.5635,2.301,0.02,102.5
002283,天润曲轴,2015-07-06,12.2,5.7586,2.119,0.05,61.0
002284,亚太股份,2015-07-07,17.34,6.8454,2.533,0.06,72.25
002285,世联行,2015-07-07,15.93,2.7187,5.859,0.07,56.893
002286,保龄宝,2015-07-08,9.8,3.9668,2.471,0.04,61.25
002287,奇正藏药,2015-07-08,29.0,3.8417,7.549,0.14,51.786
002288,超华科技,2015-06-05,17.75,2.9732,5.97,0.0399,111.216
002289,宇顺电子,2015-06-10,44.95,8.7199,5.155,-0.2012,-55.852
002290,禾盛新材,2015-07-06,23.54,4.0344,5.835,0.05,117.7
002291,星期六,2015-07-06,11.26,4.5872,2.455,0.03,93.833
002292,奥飞动漫,2015-05-15,75.78,4.1557,18.235,0.13,145.731
002293,罗莱家纺,2015-07-08,16.46,9.0538,1.818,0.41,10.037
002294,信立泰,2015-07-08,26.82,6.2625,4.283,0.48,13.969
002295,精艺股份,2015-07-01,20.8,3.6832,5.647,-0.0324,-160.494
002296,辉煌科技,2015-06-30,21.12,3.6954,5.715,0.0106,498.113
002297,博云新材,2015-07-08,9.7,2.8101,3.452,-0.0347,-69.885
002298,鑫龙电器,2015-07-06,20.53,3.0995,6.624,0.0052,987.019
002299,圣农发展,2015-07-07,14.81,3.277,4.519,-0.214,-17.301
002300,太阳电缆,2015-07-08,8.06,2.7469,2.934,0.04,50.375
002301,齐心集团,2015-07-01,25.92,3.0224,8.576,0.02,324.0
002302,西部建设,2015-07-08,14.7,7.0197,2.094,-0.18,-20.417
002303,美盈森,2015-06-08,47.7,3.1561,15.114,0.0847,140.791
002304,洋河股份,2015-07-08,64.26,20.3934,3.151,2.07,7.761
002305,南国置业,2015-07-06,5.6,3.1288,1.79,0.04,35.0
002306,*ST云网,2015-06-02,9.22,-0.1771,-52.061,-0.07,-32.929
002307,北新路桥,2015-07-08,7.35,2.3044,3.19,0.0078,235.577
002308,威创股份,2015-06-11,31.0,2.464,12.581,-0.02,-387.5
002309,中利科技,2015-06-01,33.49,7.2874,4.596,-0.09,-93.028
002310,东方园林,2015-05-26,38.36,5.5723,6.884,-0.08,-119.875
002311,海大集团,2015-07-08,13.08,4.0909,3.197,0.01,327.0
002312,三泰控股,2015-07-06,24.58,3.63,6.771,-0.09,-68.278
002313,日海通讯,2015-07-08,10.18,6.1323,1.66,-0.05,-50.9
002314,雅致股份,2015-07-08,7.74,2.2085,3.505,-0.05,-38.7
002315,焦点科技,2015-07-08,60.5,15.8493,3.817,0.2,75.625
002316,键桥通讯,2015-02-16,11.01,2.1252,5.181,0.01,275.25
002317,众生药业,2015-07-07,25.28,5.2141,4.848,0.18,35.111
002318,久立特材,2015-07-06,43.73,7.2393,6.041,0.09,121.472
002319,乐通股份,2015-07-08,13.62,2.7785,4.902,-0.018,-189.167
002320,海峡股份,2015-06-25,27.43,4.7267,5.803,0.13,52.75
002321,华英农业,2015-07-07,7.28,3.4659,2.1,0.032,56.875
002322,理工监测,2015-07-07,12.91,4.3392,2.975,-0.03,-107.583
002323,中联电气,2015-07-08,18.24,7.9656,2.29,0.038,120.0
002324,普利特,2015-07-07,25.0,6.1694,4.052,0.32,19.531
002325,洪涛股份,2015-06-02,31.15,3.7422,8.324,0.11,70.795
002326,永太科技,2015-07-03,19.53,6.0667,3.219,0.134,36.437
002327,富安娜,2015-07-07,8.91,5.2783,1.688,0.24,9.281
002328,新朋股份,2015-07-07,8.27,4.9464,1.672,0.0539,38.358
002329,皇氏集团,2015-06-11,69.48,5.8752,11.826,0.044,394.773
002330,得利斯,2015-07-07,7.18,2.6319,2.728,0.043,41.744
002331,皖通科技,2015-07-07,18.37,4.0078,4.584,0.0338,135.873
002332,仙琚制药,2015-07-08,10.22,2.3928,4.271,0.02,127.75
002333,罗普斯金,2015-07-07,13.38,5.2659,2.541,-0.06,-55.75
002334,英威腾,2015-07-07,7.46,4.1284,1.807,0.055,33.909
002335,科华恒盛,2015-07-07,21.36,5.1031,4.186,0.05,106.8
002336,人人乐,2015-06-08,25.53,6.9125,3.693,0.1098,58.128
002337,赛象科技,2015-07-08,7.21,2.1647,3.331,0.02,90.125
002338,奥普光电,2015-07-08,42.1,6.0331,6.978,0.11,95.682
002339,积成电子,2015-07-06,23.33,3.5425,6.586,-0.03,-194.417
002340,格林美,2015-07-06,12.71,4.6347,2.742,0.05,63.55
002341,新纶科技,2015-07-07,11.31,4.1803,2.706,0.0259,109.17
002342,巨力索具,2015-07-08,5.8,2.491,2.328,0.01,145.0
002343,禾欣股份,2015-07-08,17.82,6.1182,2.913,0.0696,64.009
002344,海宁皮城,2015-07-08,13.88,4.2357,3.277,0.15,23.133
002345,潮宏基,2015-05-21,19.58,2.9448,6.649,0.09,54.389
002346,柘中股份,2015-04-08,16.55,3.2921,5.027,0.05,82.75
002347,泰尔重工,2015-07-01,22.01,5.3779,4.093,0.0101,544.802
002348,高乐股份,2015-06-29,15.63,2.5272,6.185,0.031,126.048
002349,精华制药,2015-07-07,26.75,5.3679,4.983,0.052,128.606
002350,北京科锐,2015-07-08,12.24,4.9512,2.472,0.0072,425.0
002351,漫步者,2015-07-08,18.96,5.7665,3.288,0.09,52.667
002352,鼎泰新材,2015-07-08,27.66,9.3048,2.973,0.08,86.438
002353,杰瑞股份,2015-05-26,44.55,8.2457,5.403,0.06,185.625
002354,天神娱乐,2015-05-27,96.97,3.2958,29.422,0.33,73.462
002355,兴民钢圈,2015-07-08,6.51,3.8199,1.704,0.02,81.375
002356,浩宁达,2015-07-06,23.95,13.9752,1.714,0.0,无法计算
002357,富临运业,2015-07-07,14.07,3.9486,3.563,0.2063,17.05
002358,森源电气,2015-07-03,18.89,5.3197,3.551,0.08,59.031
002359,齐星铁塔,2015-07-08,8.6,2.2036,3.903,-0.03,-71.667
002360,同德化工,2015-07-07,11.55,2.4025,4.807,0.027,106.944
002361,神剑股份,2015-07-07,14.76,3.1432,4.696,0.051,72.353
002362,汉王科技,2015-07-08,16.72,3.4216,4.887,-0.01,-418.0
002363,隆基机械,2015-07-07,19.97,4.4552,4.482,0.08,62.406
002364,中恒电气,2015-07-06,18.76,3.7739,4.971,0.1,46.9
002365,永安药业,2015-07-08,13.76,5.9551,2.311,0.03,114.667
002366,丹甫股份,2015-07-07,56.97,5.5469,10.271,0.06,237.375
002367,康力电梯,2015-06-01,28.49,2.8526,9.987,0.1041,68.42
002368,太极股份,2015-05-13,98.5,7.4149,13.284,0.05,492.5
002369,卓翼科技,2015-06-02,20.03,2.7889,7.182,-0.06,-83.458
002370,亚太药业,2015-04-27,24.55,3.7411,6.562,0.07,87.679
002371,七星电子,2015-07-08,22.3,5.2043,4.285,0.01,557.5
002372,伟星新材,2015-07-08,13.68,5.019,2.726,0.13,26.308
002373,千方科技,2015-07-06,29.69,1.9823,14.978,0.09,82.472
002374,丽鹏股份,2015-06-29,23.34,5.7068,4.09,0.04,145.875
002375,亚厦股份,2015-06-16,29.21,7.472,3.909,0.22,33.193
002376,新北洋,2015-07-08,12.47,3.0735,4.057,0.04,77.938
002377,国创高新,2015-07-07,9.71,1.6903,5.745,-0.017,-142.794
002378,章源钨业,2015-07-01,15.12,4.4494,3.398,-0.02,-189.0
002379,鲁丰环保,2015-05-21,8.42,1.3733,6.131,-0.04,-52.625
002380,科远股份,2015-07-07,36.43,9.1417,3.985,0.03,303.583
002381,双箭股份,2015-07-07,9.3,5.0576,1.839,0.1,23.25
002382,蓝帆医疗,2015-07-08,17.31,4.3984,3.936,0.17,25.456
002383,合众思壮,2015-07-07,30.77,7.5488,4.076,-0.0701,-109.736
002384,东山精密,2015-07-02,22.22,1.9693,11.283,0.02,277.75
002385,大北农,2015-07-08,12.45,3.5965,3.462,0.06,51.875
002386,天原集团,2015-07-08,5.78,8.2047,0.704,-0.12,-12.042
002387,黑牛食品,2015-07-06,10.68,4.3245,2.47,-0.059,-45.254
002388,新亚制程,2015-05-19,28.6,2.8292,10.109,0.002,3575.0
002389,南洋科技,2015-07-08,11.36,3.6882,3.08,0.03,94.667
002390,信邦制药,2015-07-07,11.02,4.8555,2.27,0.07,39.357
002391,长青股份,2015-07-08,13.65,7.565,1.804,0.1489,22.918
002392,北京利尔,2015-07-07,5.45,4.9755,1.095,0.084,16.22
002393,力生制药,2015-07-08,31.95,16.2055,1.972,0.26,30.721
002394,联发股份,2015-07-08,11.4,8.2158,1.388,0.14,20.357
002395,双象股份,2015-07-07,12.08,4.4245,2.73,0.0007,4314.286
002396,星网锐捷,2015-07-08,17.06,6.0821,2.805,-0.0296,-144.088
002397,梦洁家纺,2015-07-07,7.74,4.3148,1.794,0.1,19.35
002398,建研集团,2015-07-07,16.82,7.0895,2.373,0.18,23.361
002399,海普瑞,2015-07-06,26.72,10.6543,2.508,0.23,29.043
002400,省广股份,2015-07-07,22.9,3.6079,6.347,0.11,52.045
002401,中海科技,2015-07-08,12.94,2.261,5.723,0.0545,59.358
002402,和而泰,2015-07-06,23.56,5.7014,4.132,0.07,84.143
002403,爱仕达,2015-07-07,13.82,7.0604,1.957,0.14,24.679
002404,嘉欣丝绸,2015-06-09,14.37,4.8567,2.959,0.04,89.813
002405,四维图新,2015-07-08,25.31,3.5946,7.041,0.04,158.188
002406,远东传动,2015-07-07,7.87,7.7548,1.015,0.1,19.675
002407,多氟多,2015-07-07,17.06,6.4935,2.627,0.04,106.625
002408,齐翔腾达,2015-07-07,11.7,6.6556,1.758,0.11,26.591
002409,雅克科技,2015-07-07,21.96,7.7637,2.829,0.1098,50.0
002410,广联达,2015-07-07,20.35,3.7924,5.366,0.095,53.553
002411,九九久,2015-07-07,10.83,2.4749,4.376,0.01,270.75
002412,汉森制药,2015-07-08,16.0,3.8789,4.125,0.0967,41.365
002413,常发股份,2015-06-26,52.02,5.5248,9.416,0.05,260.1
002414,高德红外,2015-05-12,39.38,4.0447,9.736,-0.0149,-660.738
002415,海康威视,2015-07-08,32.39,3.9127,8.278,0.26,31.144
002416,爱施德,2015-05-04,20.67,4.3979,4.7,0.05,103.35
002417,三元达,2015-02-06,10.71,1.3808,7.756,-0.16,-16.734
002418,康盛股份,2015-07-03,28.76,5.5678,5.165,0.01,719.0
002419,天虹商场,2015-07-08,11.15,5.8604,1.903,0.2,13.938
002420,毅昌股份,2015-07-08,6.89,3.9978,1.723,0.015,114.833
002421,达实智能,2015-07-06,13.78,6.5175,2.114,0.0672,51.265
002422,科伦药业,2015-07-07,31.35,15.1893,2.064,0.29,27.026
002423,中原特钢,2015-07-08,9.99,4.0235,2.483,-0.024,-104.063
002424,贵州百灵,2015-07-08,46.51,5.1372,9.054,0.2,58.137
002425,凯撒股份,2015-04-22,23.45,4.4057,5.323,0.019,308.553
002426,胜利精密,2015-07-06,14.44,3.0791,4.69,0.0461,78.308
002427,尤夫股份,2015-06-30,20.93,4.6231,4.527,0.11,47.568
002428,云南锗业,2015-07-07,13.89,2.4146,5.753,0.04,86.813
002429,兆驰股份,2015-07-07,9.81,2.8749,3.412,0.073,33.596
002430,杭氧股份,2015-07-08,8.34,4.3005,1.939,0.04,52.125
002431,棕榈园林,2015-07-06,22.0,7.8474,2.803,-0.075,-73.333
002432,九安医疗,2015-07-07,19.68,1.9778,9.95,-0.0453,-108.609
002433,太安堂,2015-07-08,10.51,5.1652,2.035,0.05,52.55
002434,万里扬,2015-07-08,12.35,6.5489,1.886,0.16,19.297
002435,长江润发,2015-07-07,10.06,4.3566,2.309,0.03,83.833
002436,兴森科技,2015-07-06,12.45,8.5335,1.459,0.08,38.906
002437,誉衡药业,2015-07-07,27.18,4.2991,6.322,0.1712,39.69
002438,江苏神通,2015-05-22,32.61,4.5569,7.156,0.05,163.05
002439,启明星辰,2015-07-03,25.0,3.5787,6.986,-0.02,-312.5
002440,闰土股份,2015-07-08,18.14,7.8836,2.301,0.44,10.307
002441,众业达,2015-07-06,16.83,9.8486,1.709,0.26,16.183
002442,龙星化工,2015-07-07,9.76,2.3509,4.152,-0.018,-135.556
002443,金洲管道,2015-05-15,15.95,3.7361,4.269,0.02,199.375
002444,巨星科技,2015-07-08,13.17,3.9304,3.351,0.09,36.583
002445,中南重工,2015-06-01,57.8,5.2603,10.988,0.05,289.0
002446,盛路通信,2015-07-08,21.55,7.368,2.925,0.13,41.442
002447,壹桥海参,2015-07-06,8.5,4.4551,1.908,0.02,106.25
002448,中原内配,2015-07-07,8.1,8.2618,0.98,0.22,9.205
002449,国星光电,2015-07-07,13.0,5.3577,2.426,0.0803,40.473
002450,康得新,2015-07-07,27.59,5.3544,5.153,0.31,22.25
002451,摩恩电气,2015-07-07,9.23,1.5214,6.067,0.016,144.219
002452,长高集团,2015-07-08,6.26,4.5623,1.372,0.075,20.867
002453,天马精化,2015-07-06,7.58,2.0946,3.619,0.02,94.75
002454,松芝股份,2015-07-08,13.51,5.8928,2.293,0.18,18.764
002455,百川股份,2015-07-07,7.58,3.4575,2.192,0.03,63.167
002456,欧菲光,2015-07-01,34.7,5.726,6.06,0.08,108.438
002457,青龙管业,2015-07-08,9.06,5.1826,1.748,0.002,1132.5
002458,益生股份,2015-07-06,17.15,2.2584,7.594,-0.22,-19.489
002459,天业通联,2015-07-08,14.96,3.8854,3.85,-0.02,-187.0
002460,赣锋锂业,2015-07-06,15.88,3.9627,4.007,0.07,56.714
002461,珠江啤酒,2015-06-03,26.4,4.8972,5.391,0.0108,611.111
002462,嘉事堂,2015-07-08,29.65,5.5215,5.37,0.16,46.328
002463,沪电股份,2015-07-08,5.56,1.906,2.917,-0.02,-69.5
002464,金利科技,2015-01-23,16.14,5.1302,3.146,-0.02,-201.75
002465,海格通信,2015-07-07,24.08,4.9773,4.838,0.02,301.0
002466,天齐锂业,2015-07-08,37.8,11.0882,3.409,0.1151,82.103
002467,二六三,2015-07-08,10.33,3.0591,3.377,0.07,36.893
002468,艾迪西,2015-07-07,13.76,2.1766,6.322,-0.016,-215.0
002469,三维工程,2015-07-08,12.75,3.4375,3.709,0.08,39.844
002470,金正大,2015-07-02,20.3,9.2692,2.19,0.42,12.083
002471,中超电缆,2015-06-29,27.05,3.2793,8.249,0.0423,159.87
002472,双环传动,2015-07-07,21.02,5.4795,3.836,0.1,52.55
002473,圣莱达,2015-05-18,33.0,2.4162,13.658,-0.02,-412.5
002474,榕基软件,2015-07-07,11.48,2.1927,5.236,0.0131,219.084
002475,立讯精密,2015-07-08,30.01,5.6933,5.271,0.18,41.681
002476,宝莫股份,2015-07-07,8.4,1.6722,5.023,0.019,110.526
002477,雏鹰农牧,2015-07-06,16.39,2.7521,5.955,-0.0936,-43.777
002478,常宝股份,2015-07-08,10.28,7.2539,1.417,0.12,21.417
002479,富春环保,2015-07-07,11.61,3.0136,3.853,0.0406,71.49
002480,新筑股份,2015-07-07,9.6,3.7662,2.549,-0.0603,-39.801
002481,双塔食品,2015-07-06,34.74,4.8263,7.198,0.091,95.44
002482,广田股份,2015-07-08,19.46,8.2285,2.365,0.13,37.423
002483,润邦股份,2015-07-07,10.33,6.1265,1.686,0.04,64.563
002484,江海股份,2015-07-08,14.65,4.8107,3.045,0.0571,64.142
002485,希努尔,2015-07-07,9.36,6.096,1.535,0.01,234.0
002486,嘉麟杰,2015-07-06,5.39,1.2136,4.441,-0.0225,-59.889
002487,大金重工,2015-07-07,9.16,4.3338,2.114,0.02,114.5
002488,金固股份,2015-07-07,22.04,7.7811,2.833,0.05,110.2
002489,浙江永强,2015-06-30,37.7,7.5061,5.023,0.49,19.235
002490,山东墨龙,2015-07-08,8.08,3.3826,2.389,0.01,202.0
002491,通鼎互联,2015-07-03,14.42,5.9482,2.424,0.0694,51.945
002492,恒基达鑫,2015-07-07,9.23,3.7302,2.474,0.0211,109.36
002493,荣盛石化,2015-07-08,13.85,5.9103,2.343,0.01,346.25
002494,华斯股份,2015-07-07,13.22,8.0349,1.645,0.06,55.083
002495,佳隆股份,2015-07-03,8.44,1.5856,5.323,0.0161,131.056
002496,辉丰股份,2015-07-06,23.17,7.7324,2.996,0.15,38.617
002497,雅化集团,2015-07-08,5.34,4.5405,1.176,0.04,33.375
002498,汉缆股份,2015-06-29,20.57,3.9679,5.184,0.04,128.563
002499,科林环保,2015-06-05,45.25,5.0156,9.022,0.02,565.625
002500,山西证券,2015-07-08,12.83,3.1001,4.139,0.1901,16.873
002501,利源精制,2015-07-07,10.2,7.5349,1.354,0.19,13.421
002502,骅威股份,2015-07-06,15.8,4.9596,3.186,0.02,197.5
002503,搜于特,2015-07-01,18.84,4.28,4.402,0.1,47.1
002504,东光微电,2015-07-07,16.77,9.646,1.739,0.11,38.114
002505,大康牧业,2015-07-07,5.55,2.0026,2.771,0.0004,3468.75
002507,涪陵榨菜,2015-07-08,17.15,5.8574,2.928,0.2,21.437
002508,老板电器,2015-07-07,33.03,8.2211,4.018,0.37,22.318
002509,天广消防,2015-07-07,12.26,3.3633,3.645,0.08,38.313
002510,天汽模,2015-07-08,8.98,4.0904,2.195,0.04,56.125
002511,中顺洁柔,2015-05-29,17.03,5.8483,2.912,0.0548,77.692
002512,达华智能,2015-07-02,31.14,4.0803,7.632,0.0117,665.385
002513,蓝丰生化,2015-07-07,12.75,5.3698,2.374,-0.02,-159.375
002514,宝馨科技,2015-07-07,14.8,3.4651,4.271,0.06,61.667
002515,金字火腿,2015-07-02,18.84,7.5328,2.501,0.08,58.875
002516,江苏旷达,2015-07-08,10.1,7.8111,1.293,0.15,16.833
002517,泰亚股份,2015-07-08,23.03,3.4182,6.737,0.02,287.875
002518,科士达,2015-07-06,20.38,5.3447,3.813,0.11,46.318
002519,银河电子,2015-07-08,13.4,7.4248,1.805,0.17,19.706
002520,日发精机,2015-07-02,26.57,3.1408,8.46,0.05,132.85
002521,齐峰新材,2015-07-08,8.9,6.2549,1.423,0.15,14.833
002522,浙江众成,2015-06-19,30.6,3.0846,9.92,0.01,765.0
002523,天桥起重,2015-07-08,6.6,3.248,2.032,0.01,165.0
002524,光正集团,2015-07-07,7.09,1.5546,4.561,0.03,59.083
002526,山东矿机,2015-07-07,7.85,3.6574,2.146,0.0004,4906.25
002527,新时达,2015-06-12,30.92,5.2341,5.907,0.0438,176.484
002528,英飞拓,2015-07-07,9.95,4.6503,2.14,-0.031,-80.242
002529,海源机械,2015-07-07,12.28,6.1632,1.992,-0.06,-51.167
002530,丰东股份,2015-06-05,23.71,2.5097,9.447,0.007,846.786
002531,天顺风能,2015-07-08,8.43,4.6938,1.796,0.09,23.417
002532,新界泵业,2015-07-07,11.61,3.4833,3.333,0.07,41.464
002533,金杯电工,2015-07-08,6.9,3.5886,1.923,0.029,59.483
002534,杭锅股份,2015-07-08,13.12,6.7229,1.952,0.11,29.818
002535,林州重机,2015-07-03,9.99,4.1099,2.431,0.05,49.95
002536,西泵股份,2015-07-06,36.94,12.5187,2.951,0.16,57.719
002537,海立美达,2015-07-07,10.66,9.6861,1.101,0.38,7.013
002538,司尔特,2015-07-07,9.17,3.0227,3.034,0.088,26.051
002539,新都化工,2015-07-06,22.59,7.1678,3.152,0.14,40.339
002540,亚太科技,2015-07-08,8.09,6.0799,1.331,0.1519,13.315
002541,鸿路钢构,2015-07-08,13.24,8.9429,1.481,0.1241,26.672
002542,中化岩土,2015-07-08,9.0,3.2792,2.745,0.06,37.5
002543,万和电气,2015-07-06,16.25,6.0984,2.665,0.23,17.663
002544,杰赛科技,2015-07-08,19.34,2.2194,8.714,0.02,241.75
002545,东方铁塔,2015-05-18,26.84,11.0204,2.435,0.0528,127.083
002546,新联电子,2015-06-16,33.16,5.3253,6.227,0.1,82.9
002547,春兴精工,2015-07-06,23.22,5.1619,4.498,0.11,52.773
002548,金新农,2015-07-07,9.95,2.6603,3.74,0.05,49.75
002549,凯美特气,2015-04-01,22.61,2.0438,11.063,0.0026,2174.038
002550,千红制药,2015-07-07,15.2,6.7493,2.252,0.19,20.0
002551,尚荣医疗,2015-07-06,28.55,3.868,7.381,0.1,71.375
002552,宝鼎重工,2015-07-07,14.29,2.7042,5.284,0.005,714.5
002553,南方轴承,2015-05-22,18.72,3.6991,5.061,0.1073,43.616
002554,惠博普,2015-07-07,9.99,3.9611,2.522,0.06,41.625
002555,顺荣三七,2015-07-06,31.55,8.4751,3.723,0.279,28.271
002556,辉隆股份,2015-07-07,11.82,4.3037,2.746,0.07,42.214
002557,洽洽食品,2015-06-26,16.38,8.2676,1.981,0.2,20.475
002559,亚威股份,2015-07-01,16.99,7.3842,2.301,0.11,38.614
002560,通达股份,2015-07-07,16.21,10.0133,1.619,0.08,50.656
002561,徐家汇,2015-07-08,10.64,4.6602,2.283,0.18,14.778
002562,兄弟科技,2015-07-07,12.2,3.928,3.106,0.06,50.833
002563,森马服饰,2015-07-08,19.0,12.9837,1.463,0.29,16.379
002564,天沃科技,2015-07-06,8.14,3.9382,2.067,0.03,67.833
002565,上海绿新,2015-07-08,6.3,2.3678,2.661,0.01,157.5
002566,益盛药业,2015-07-07,15.5,5.2714,2.94,0.04,96.875
002567,唐人神,2015-07-07,7.43,4.2926,1.731,0.037,50.203
002568,百润股份,2015-07-08,98.33,4.1408,23.747,0.08,307.281
002569,步森股份,2015-07-08,20.43,3.6373,5.617,0.02,255.375
002570,贝因美,2015-07-07,12.11,3.5351,3.426,0.05,60.55
002571,德力股份,2015-04-30,18.46,4.0422,4.567,0.0062,744.355
002572,索菲亚,2015-07-08,30.7,4.4901,6.837,0.0814,94.287
002573,清新环境,2015-07-07,13.73,4.6977,2.923,0.12,28.604
002574,明牌珠宝,2015-06-03,23.0,5.8592,3.925,0.09,63.889
002575,群兴玩具,2015-05-29,16.56,1.4959,11.07,0.0072,575.0
002576,通达动力,2015-07-06,19.81,5.1052,3.88,0.01,495.25
002577,雷柏科技,2015-06-09,80.6,4.9355,16.331,-0.0168,-1199.405
002578,闽发铝业,2015-07-07,7.83,5.8088,1.348,0.06,32.625
002579,中京电子,2015-07-07,9.33,2.6944,3.463,0.01,233.25
002580,圣阳股份,2015-07-07,10.48,8.8073,1.19,0.06,43.667
002581,万昌科技,2015-07-07,77.96,5.5166,14.132,0.19,102.579
002582,好想你,2015-07-07,17.22,9.7234,1.771,0.24,17.938
002583,海能达,2015-07-07,11.59,2.7822,4.166,-0.09,-32.194
002584,西陇化工,2015-07-07,21.88,5.6002,3.907,0.06,91.167
002585,双星新材,2015-07-08,10.01,9.3426,1.071,0.06,41.708
002586,围海股份,2015-04-30,24.99,4.2886,5.827,0.02,312.375
002587,奥拓电子,2015-07-07,10.4,2.767,3.759,0.0,无法计算
002588,史丹利,2015-07-08,19.34,11.1826,1.729,0.44,10.989
002589,瑞康医药,2015-05-20,104.25,10.9188,9.548,0.215,121.221
002590,万安科技,2015-07-07,13.41,3.6551,3.669,0.08,41.906
002591,恒大高新,2015-06-23,19.95,2.8752,6.939,0.0191,261.126
002592,八菱科技,2015-07-06,51.59,5.4408,9.482,0.14,92.125
002593,日上集团,2015-07-06,15.83,5.7394,2.758,0.06,65.958
002594,比亚迪,2015-07-08,44.68,10.298,4.339,0.05,223.4
002595,豪迈科技,2015-07-08,20.98,3.1138,6.738,0.1633,32.119
002596,海南瑞泽,2015-07-07,14.85,5.0991,2.912,-0.04,-92.813
002597,金禾实业,2015-07-02,10.49,6.9336,1.513,0.14,18.732
002598,山东章鼓,2015-07-08,8.1,2.3822,3.4,0.0383,52.872
002599,盛通股份,2015-07-07,23.6,4.4481,5.306,0.01,590.0
002600,江粉磁材,2015-07-08,6.14,3.9066,1.572,-0.007,-219.286
002601,佰利联,2015-07-08,29.7,11.6829,2.542,0.08,92.813
002603,以岭药业,2015-07-07,14.76,8.306,1.777,0.22,16.773
002604,龙力生物,2015-07-07,8.24,5.905,1.395,0.04,51.5
002605,姚记扑克,2015-06-15,29.01,2.6281,11.038,0.0886,81.857
002606,大连电瓷,2015-07-08,10.01,3.5979,2.782,-0.05,-50.05
002607,亚夏汽车,2015-07-07,8.01,2.912,2.751,-0.04,-50.063
002608,*ST舜船,2015-07-08,9.48,0.4182,22.669,-0.15,-15.8
002609,捷顺科技,2015-07-07,11.81,2.7145,4.351,0.0074,398.986
002610,爱康科技,2015-07-06,9.81,6.3717,1.54,0.03,81.75
002611,东方精工,2015-07-07,8.24,2.5601,3.219,0.02,103.0
002612,朗姿股份,2015-07-02,54.64,11.4548,4.77,0.181,75.47
002613,北玻股份,2015-07-06,6.03,3.0632,1.969,0.0057,264.474
002614,蒙发利,2015-07-02,14.45,5.9101,2.445,0.004,903.125
002615,哈尔斯,2015-07-08,13.4,7.1564,1.872,0.08,41.875
002616,长青集团,2015-07-07,22.48,9.644,2.331,0.14,40.143
002617,露笑科技,2015-07-08,31.46,4.7621,6.606,0.05,157.3
002618,丹邦科技,2015-07-07,25.06,8.7808,2.854,0.0506,123.814
002619,巨龙管业,2015-07-07,22.9,9.564,2.394,0.06,95.417
002620,瑞和股份,2015-06-08,58.49,8.6613,6.753,0.15,97.483
002621,大连三垒,2015-07-08,13.0,4.8942,2.656,0.06,54.167
002622,永大集团,2015-07-01,25.28,2.5775,9.808,0.03,210.667
002623,亚玛顿,2015-07-08,23.86,13.2842,1.796,0.12,49.708
002624,完美环球,2015-07-07,21.03,1.3259,15.861,-0.03,-175.25
002625,龙生股份,2015-07-07,48.09,1.6081,29.905,0.03,400.75
002626,金达威,2015-07-07,11.63,5.083,2.288,0.14,20.768
002627,宜昌交运,2015-07-08,16.48,6.8545,2.404,0.1139,36.172
002628,成都路桥,2015-07-08,4.68,3.5807,1.307,0.01,117.0
002629,仁智油服,2015-07-08,6.31,2.6673,2.366,-0.07,-22.536
002630,华西能源,2015-07-08,9.52,7.5145,1.267,0.0799,29.787
002631,德尔家居,2015-07-01,28.1,4.4931,6.254,0.1,70.25
002632,道明光学,2015-06-29,22.5,6.6879,3.364,0.04,140.625
002633,*ST申科,2015-06-08,32.87,3.3867,9.706,-0.04,-205.437
002634,棒杰股份,2015-07-07,18.72,5.0688,3.693,0.07,66.857
002635,安洁科技,2015-07-07,14.73,7.2013,2.045,0.18,20.458
002636,金安国纪,2015-06-26,22.1,4.8245,4.581,0.05,110.5
002637,赞宇科技,2015-07-08,13.11,7.3657,1.78,0.06,54.625
002638,勤上光电,2015-07-06,14.0,6.0165,2.327,0.085,41.176
002639,雪人股份,2015-06-29,38.3,7.192,5.325,0.04,239.375
002640,跨境通,2015-07-07,49.5,8.7807,5.637,0.13,95.192
002641,永高股份,2015-07-08,8.48,5.176,1.638,0.06,35.333
002642,荣之联,2015-07-02,46.3,6.2454,7.413,0.0164,705.793
002643,烟台万润,2015-04-30,28.88,7.089,4.074,0.08,90.25
002644,佛慈制药,2015-07-07,32.45,5.8738,5.525,0.0351,231.125
002645,华宏科技,2015-07-07,16.99,4.4211,3.843,0.0162,262.191
002646,青青稞酒,2015-07-08,19.36,5.2996,3.653,0.3562,13.588
002647,宏磊股份,2015-06-04,35.4,4.5235,7.826,0.016,553.125
002648,卫星石化,2015-07-07,10.78,4.2282,2.55,-0.18,-14.972
002649,博彦科技,2015-05-29,83.81,9.7607,8.586,0.45,46.561
002650,加加食品,2015-07-06,13.66,3.8922,3.51,0.12,28.458
002651,利君股份,2015-07-07,25.65,4.7725,5.375,0.1,64.125
002652,扬子新材,2015-07-07,9.13,1.8302,4.989,0.02,114.125
002653,海思科,2015-07-07,20.44,2.043,10.005,0.09,56.778
